2023-09-08 10:36:53,787 INFO    StreamThr :67498 [internal.py:wandb_internal():88] W&B internal server running at pid: 67498, started at: 2023-09-08 10:36:53.785812
2023-09-08 10:36:53,790 DEBUG   HandlerThread:67498 [handler.py:handle_request():139] handle_request: status
2023-09-08 10:36:53,791 DEBUG   SenderThread:67498 [sender.py:send_request():317] send_request: status
2023-09-08 10:36:53,829 INFO    WriterThread:67498 [datastore.py:open_for_write():75] open: /mainfs/home/gc2c20/myproject/jetron/experiments/wandb/offline-run-20230908_103653-k1xcrtnr/run-k1xcrtnr.wandb
2023-09-08 10:36:54,064 DEBUG   HandlerThread:67498 [handler.py:handle_request():139] handle_request: run_start
2023-09-08 10:36:54,066 DEBUG   HandlerThread:67498 [system_info.py:__init__():31] System info init
2023-09-08 10:36:54,066 DEBUG   HandlerThread:67498 [system_info.py:__init__():46] System info init done
2023-09-08 10:36:54,066 INFO    HandlerThread:67498 [system_monitor.py:start():150] Starting system monitor
2023-09-08 10:36:54,066 INFO    SystemMonitor:67498 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-09-08 10:36:54,066 INFO    HandlerThread:67498 [system_monitor.py:probe():168] Collecting system info
2023-09-08 10:36:54,067 INFO    SystemMonitor:67498 [interfaces.py:start():168] Started cpu
2023-09-08 10:36:54,067 INFO    SystemMonitor:67498 [interfaces.py:start():168] Started disk
2023-09-08 10:36:54,068 INFO    SystemMonitor:67498 [interfaces.py:start():168] Started memory
2023-09-08 10:36:54,068 INFO    SystemMonitor:67498 [interfaces.py:start():168] Started network
2023-09-08 10:36:54,100 DEBUG   HandlerThread:67498 [system_info.py:probe():195] Probing system
2023-09-08 10:36:54,112 DEBUG   HandlerThread:67498 [system_info.py:_probe_git():180] Probing git
2023-09-08 10:36:54,134 DEBUG   HandlerThread:67498 [system_info.py:_probe_git():188] Probing git done
2023-09-08 10:36:54,134 DEBUG   HandlerThread:67498 [system_info.py:probe():241] Probing system done
2023-09-08 10:36:54,134 DEBUG   HandlerThread:67498 [system_monitor.py:probe():177] {'os': 'Linux-3.10.0-1160.36.2.el7.x86_64-x86_64-with-glibc2.17', 'python': '3.9.10', 'heartbeatAt': '2023-09-08T09:36:54.100950', 'startedAt': '2023-09-08T09:36:53.718040', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/mainfs/home/gc2c20/myproject/jetron/experiments/train.py', 'codePath': 'experiments/train.py', 'git': {'remote': 'git@github.com:GiorgioCerro/jetron.git', 'commit': '19cb247c4ecbe536f87a731dfaf7d45595556a27'}, 'email': 'giorgiocerro96@gmail.com', 'root': '/mainfs/home/gc2c20/myproject/jetron', 'host': 'cyan54.cluster.local', 'username': 'gc2c20', 'executable': '/scratch/gc2c20/mambaforge/envs/gnn/bin/python3', 'cpu_count': 64, 'cpu_count_logical': 128, 'cpu_freq': {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, 'cpu_freq_per_core': [{'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}, {'current': 2350.0, 'min': 1500.0, 'max': 2350.0}], 'disk': {'total': 149.9755859375, 'used': 24.67230224609375}, 'memory': {'total': 503.2582015991211}}
2023-09-08 10:36:54,136 INFO    HandlerThread:67498 [system_monitor.py:probe():178] Finished collecting system info
2023-09-08 10:36:54,136 INFO    HandlerThread:67498 [system_monitor.py:probe():181] Publishing system info
2023-09-08 10:36:54,136 DEBUG   HandlerThread:67498 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-09-08 10:36:54,137 DEBUG   HandlerThread:67498 [system_info.py:_save_pip():67] Saving pip packages done
2023-09-08 10:36:54,137 DEBUG   HandlerThread:67498 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-09-08 10:37:11,068 DEBUG   HandlerThread:67498 [system_info.py:_save_conda():86] Saving conda packages done
2023-09-08 10:37:11,071 INFO    HandlerThread:67498 [system_monitor.py:probe():183] Finished publishing system info
2023-09-08 10:37:13,167 DEBUG   HandlerThread:67498 [handler.py:handle_request():139] handle_request: poll_exit
2023-09-08 10:37:13,167 DEBUG   HandlerThread:67498 [handler.py:handle_request():139] handle_request: keepalive
2023-09-08 10:37:13,167 DEBUG   HandlerThread:67498 [handler.py:handle_request():139] handle_request: keepalive
